IBIS Report Name,NAICS Code
SUV & Light Truck Manufacturing in the US,336112
Swimming Pool Cleaning Services in the US,561790
Swimming Pool Construction in the US,238990
Swimming Pool Equipment Stores in the US,453998
Swimming Pools in the US,713940
Synthetic Fiber Manufacturing in the US,325220
Syringes & Injection Needle Manufacturing in the US,339112
Syrup & Flavoring Production in the US,311930
Table Salt Production,311942
Tackle Shops in the US,451110
Tactical & Service Clothing Manufacturing in the US,315990
Taekwondo Studios in the US,611620
Tank & Armored Vehicle Manufacturing in the US,336992
Tank & Refrigeration Trucking in the US,484230
Tanning Salons in the US,812199
Tattoo Artists in the US,812199
Tax Lawyers and Attorneys in the US,541110
Tax Preparation Services in the US,541213
Tax Preparation Software Developers in the US,511210
Taxi & Limousine Services in the US,485310
Taxidermists in the US,711510
Tea Production in the US,311920
Telecommunication Networking Equipment Manufacturing in the US,334210
Telecommunications Resellers in the US,517911
Telehealth Services in the US,621498
Telemarketing & Call Centers in the US,561422
Telephone Wholesaling,423690
Television Broadcasting in the US,515120
Television Production in the US,512110
"Tent, Awning & Canvas Manufacturing in the US",314910
Testing & Educational Support in the US,611710
Textile Mills in the US,313000
The Retail Market for Audio Equipment in the US,443142
The Retail Market for Auto Tires,441320
The Retail Market for Coffee in the US,445299
The Retail Market for Headphones,443142
The Retail Market for Home Furniture & Bedding,442110
The Retail Market for Jewelry,448310
The Retail Market for Laptop Computers,443142
The Retail Market for Musical Instruments,451140
The Retail Market for Outdoor Furniture,442110
The Retail Market for Seasonal Decorations,453220
The Retail Market for Shoes,448210
The Retail Market for Smartphones,443142
The Retail Market for Stationery Products,453210
The Retail Market for Toys,451120
Thermometer Manufacturing,334515
Third-Party Administrators & Insurance Claims Adjusters in the US,524292
Third-Party Logistics in the US,488510
Thrift Stores in the US,453310
Tile & Marble Stores in the US,444210
Tile Installers in the US,238340
Timber Services in the US,113310
Tire & Rubber Recycling in the US,326299
Tire Dealers in the US,441320
Tire Manufacturing in the US,326211
Tire Retreading & Recapping,326212
Tire Wholesaling in the US,423130
Title Insurance in the US,524127
Tobacco Growing in the US,111910
Tobacconists in the US,453991
Tofu Production in the US,311990
Toll Road Operation,488490
Toll Roads & Weigh Stations in the US,488490
Tool & Equipment Rental in the US,532310
Tool & Hardware Wholesaling in the US,423710
Tortilla Production in the US,311830
Tour Operators in the US,561520
Tourism in the US,721110
Toxicology Laboratories in the US,541380
Toy & Craft Supplies Wholesaling in the US,423920
"Toy, Doll & Game Manufacturing in the US",339930
Tractors & Agricultural Machinery Manufacturing in the US,333111
Trade & Technical Schools in the US,611510
Trade Show and Conference Planning in the US,561920
Trademark & Patent Lawyers & Attorneys,541110
Trailer & Camper Manufacturing in the US,336214
Trailer & RV Repair Services in the US,811111
"Train, Subway & Transit Car Manufacturing in the US",336510
Trampoline Parks in the US,713990
Transcription Services in the US,561410
Translation Services in the US,541930
Transmission Line Construction in the US,237130
Transportation and Warehousing in the US,48-49
Travel Agencies in the US,561510
Travel Insurance in the US,524210
Treadmill Manufacturing,339920
Tree & Shrub Farming in the US,111421
Tree Trimming Services in the US,561730
Trial Consultants,541990
Truck & Bus Manufacturing in the US,336120
Truck Dealers in the US,441110
Truck Driving Schools in the US,611519
Truck Rental in the US,532120
Truck Repair in the US,811111
Truck Trailer Dealers in the US,423110
Truck Trailer Manufacturing in the US,336212
Truck-Mounted Crane Manufacturing,333923
"Truck, Trailer & Motor Home Manufacturing in the US",336200
Trusts & Estates in the US,525920
Tugboat & Shipping Navigational Services in the US,488330
Tunnel Construction in the US,237990
Turbocharger Manufacturing in the US,336310
Tutoring & Driving Schools in the US,611691
Tutoring & Test Preparation Franchises,611691
TV & Appliance Wholesaling in the US,423620
Ultrasonic Cleaning Equipment Manufacturing,333318
Unmanned Aerial Vehicle (UAV) Manufacturing in the US,336411
Upholstery Cleaning & Repair Services in the US,811420
Urban Planning Software in the US,511210
Urethane Foam Manufacturing in the US,326150
Urgent Care Centers in the US,621493
Urologists in the US,621111
Used Book Stores in the US,453310
Used Car Dealers in the US,441120
Used Car Parts Wholesaling in the US,423140
Used Goods Stores in the US,453310
Utilities in the US,22
"Vacuum, Fan & Small Household Appliance Manufacturing in the US",335210
Valet Services in the US,812930
Valve Manufacturing in the US,332911
Variable Message Signage Manufacturing,339950
Vegetable Farming in the US,111219
Vegetarian & Vegan Restaurants in the US,722511
Vehicle Shipping Services in the US,488510
Vending Machine Operators in the US,454210
Venous Access Device Manufacturing in the US,339112
Venture Capital & Principal Trading in the US,523920
Veterinary Laboratory Testing Services in the US,541940
Veterinary Services in the US,541940
Video Conferencing Software Developers in the US,511210
Video Game Software Publishing in the US,511210
Video Games in the US,511210
Video Games Software Developers in the US,511210
Video Postproduction Services in the US,512191
Video Streaming Services in the US,518210
Video Surveillance Systems in the US,334290
Videographers in the US,512110
Virtual Data Rooms in the US,518210
Virtual Private Network (VPN) Providers in the US,517919
Virtual Reality Software in the US,511210
Vision Insurance in the US,524114
Visual Arts Schools in the US,611610
Vitamin & Supplement Manufacturing in the US,325411
Vodka Distilleries in the US,312140
VoIP in the US,517911
Walk-in & Cabinet Cooler Manufacturing,333415
Warehouse Clubs & Supercenters in the US,452311
Washer & Dryer Manufacturing,335220
Waste Collection Services in the US,562111
Waste Treatment & Disposal Services in the US,562210
Waste-to-Energy Plant Operation in the US,221119
Watch & Jewelry Repair in the US,811490
Watch Manufacturing in the US,334518
Water & Air Quality Testing Services in the US,541380
Water & Sewer Line Construction in the US,237110
Water Delivery Services in the US,454390
Water Heater Manufacturing in the US,335228
Water Parks in the US,713110
Water Supply & Irrigation Systems in the US,221310
Water Well Drilling Services in the US,237110
Waterproofing Contractors in the US,238390
Watersport Equipment Rental Services in the US,532284
Wearable Device Manufacturing in the US,334310
Weather Forecasting Services in the US,541990
Web Design Services in the US,541511
Web Domain Name Sales in the US,519130
Website Creation Software Developers in the US,511210
Wedding Planners in the US,812990
Wedding Services in the US,812990
Weight Loss Service Franchises,812191
Weight Loss Services in the US,812191
Weight Loss Surgery Centers,622310
Welding Equipment Distributors in the US,423840
"Wheat, Barley & Sorghum Farming in the US",111140
Wheelchair Manufacturing in the US,339113
Whiskey & Bourbon Distilleries in the US,312140
Wholesale Trade Agents and Brokers in the US,425120
Wholesale Trade in the US,42
Wig & Hairpiece Manufacturing in the US,339999
Wig & Hairpiece Stores in the US,446199
Wind Farm Construction in the US,237130
Wind Power in the US,221115
Wind Turbine Installation in the US,237130
Wind Turbine Manufacturing in the US,333611
Window & Door Stores in the US,444190
Window Blind Installation Franchises in the US,238990
Window Coverings Wholesaling,423220
Window Installation in the US,238350
Window Tinting Services in the US,811122
Window Treatment Stores in the US,442291
Window Washing in the US,561720
Wine & Spirits Wholesaling in the US,424820
Wine Bars in the US,722410
Wineries in the US,312130
Wire & Cable Manufacturing in the US,335920
Wire & Spring Manufacturing in the US,332618
Wire Connector Manufacturing in the US,335931
Wired Telecommunications Carriers in the US,517311
Wireless Internet Service Providers in the US,517312
Wireless Telecommunications Carriers in the US,517312
Wireless Tower Construction in the US,237130
Wiring Device Manufacturing in the US,335930
Women's & Children's Apparel Wholesaling in the US,424330
Women's Clothing Stores in the US,448120
"Women's, Girls' and Infants' Apparel Manufacturing in the US",315240
Wood Door & Window Manufacturing in the US,321911
Wood Flooring Manufacturing in the US,321918
Wood Framing in the US,238130
Wood Pallets & Skids Production in the US,321920
Wood Paneling Manufacturing in the US,321918
Wood Product Manufacturing in the US,321999
Wood Pulp Mills in the US,322110
Woodworking Machinery Manufacturing in the US,333243
Workers' Compensation & Other Insurance Funds in the US,524130
Workers' Compensation Insurance in the US,524126
Wound Care Product Manufacturing in the US,339113
X-Ray Machine Manufacturing in the US,334517
Yeast & Bacteria for Food Production in the US,311999
Yogurt Production in the US,311511
Zipline Operators in the US,713990
Zoos & Aquariums in the US,712130
